opentime,open,high,low,close,volume
1514764800,13715.65,13818.55,12750.0,13380.0,8609.915844
1514851200,13382.16,15473.49,12890.02,14675.11,20078.092110999998
1514937600,14690.0,15307.56,14150.0,14919.51,15905.667639
1515024000,14919.51,15280.0,13918.04,15059.54,21329.649574
1515110400,15059.56,17176.24,14600.0,16960.39,23251.491125000004
1515196800,16960.39,17143.13,16011.21,17069.79,18571.457507999996
1515283200,17069.79,17099.96,15610.0,16150.03,12493.125558
1515369600,16218.85,16322.3,12812.0,14902.54,26600.609912
1515456000,14902.54,15500.0,14011.05,14400.0,14315.004253
1515542400,14401.0,14955.66,13131.31,14907.09,17411.001655000007
1515628800,14940.0,14968.68,11400.0,13238.78,33554.723751
1515715200,13238.76,14109.78,12500.0,13740.01,16417.162136999996
1515801600,13749.95,14580.0,13706.15,14210.0,12221.508527999998
1515888000,14210.0,14339.5,12569.2,13474.99,17017.894329000002
1515974400,13477.98,14249.99,13147.79,13539.93,14652.094705000001
1516060800,13500.0,13542.93,9035.0,10900.0,63401.169175
1516147200,10899.99,11680.99,9037.94,10988.79,72331.79664600002
1516233600,10972.59,11878.82,10435.33,10961.97,48464.43493699998
1516320000,10960.0,11795.0,10360.0,11474.98,34129.375421000004
1516406400,11474.98,13099.0,11412.45,12799.94,28768.857827
1516492800,12799.8,12799.8,10965.0,11530.0,41379.773426
1516579200,11530.0,11926.35,9900.24,10760.05,43752.606791000006
1516665600,10760.05,11399.0,9905.0,10799.18,37473.922551999996
1516752000,10799.14,11570.48,10500.0,11349.99,27158.587762
1516838400,11349.96,11794.05,10950.21,11175.27,20839.954183
1516924800,11184.7,11643.0,10311.15,11089.0,33056.87196
1517011200,11089.0,11650.0,10842.69,11491.0,18860.768345
1517097600,11499.98,12244.0,11408.0,11879.95,16887.339524000003
1517184000,11879.95,11975.02,11139.55,11251.0,14170.377538
1517270400,11250.11,11308.42,9900.0,10237.51,25554.372946
1517356800,10230.0,10425.85,9700.0,10285.1,18015.956805
1517443200,10285.1,10335.0,8750.99,9224.52,33564.764311
1517529600,9224.52,9250.0,8010.02,8873.03,49971.62697500001
1517616000,8873.03,9473.01,8229.0,9199.96,28725.000734999998
1517702400,9199.96,9368.0,7930.0,8184.81,32014.308449
1517788800,8179.99,8382.8,6625.0,6939.99,63402.31448199999
1517875200,6939.63,7878.0,6000.01,7652.14,100201.500307
1517961600,7655.02,8476.0,7150.01,7599.0,60777.68408600001
1518048000,7599.0,7844.0,7572.09,7784.02,1521.5373179999995
1518134400,7789.9,8738.0,7789.9,8683.92,20631.386243
1518220800,8683.92,9065.78,8120.0,8533.98,49379.85313500001
1518307200,8533.99,8549.0,7726.53,8063.88,45025.18795199999
1518393600,8063.82,8989.0,8053.0,8903.0,41987.85049
1518480000,8903.0,8950.0,8351.0,8539.9,35454.972956000005
1518566400,8535.17,9489.6,8533.0,9449.99,40811.95286700001
1518652800,9449.98,10219.5,9301.5,10000.09,52427.596715
1518739200,10000.89,10323.37,9666.0,10159.98,38161.205974000004
1518825600,10156.07,11075.07,10050.0,11039.55,41882.108406999985
1518912000,11039.55,11274.0,10080.0,10383.43,61137.380728000004
1518998400,10375.01,11250.0,10270.33,11153.0,40831.41713100002
1519084800,11147.11,11786.01,11100.59,11200.99,48153.354288
1519171200,11195.07,11304.03,10200.0,10437.6,68113.818754
1519257600,10439.02,10933.44,9679.0,9811.04,67060.166483
1519344000,9815.55,10435.0,9570.19,10131.04,57202.70237
1519430400,10131.04,10496.97,9352.0,9694.51,40888.156298999995
1519516800,9694.51,9847.0,9274.8,9590.0,28373.517586
1519603200,9590.0,10444.32,9350.0,10324.0,34878.292755999995
1519689600,10321.0,10870.0,10121.0,10569.04,30705.385123
1519776000,10584.33,11098.0,10300.0,10326.76,30800.983782
1519862400,10325.64,11060.41,10240.0,10920.0,25092.553930000005
1519948800,10923.36,11200.0,10770.0,11039.0,23910.710090000004
1520035200,11038.99,11544.0,11015.01,11464.48,21287.153280000006
1520121600,11464.47,11565.0,11050.02,11515.0,17122.482571999997
1520208000,11515.0,11710.0,11415.01,11454.0,15144.231063000001
1520294400,11455.0,11455.0,10555.48,10716.48,29515.572362999996
1520380800,10716.48,10899.0,9389.31,9910.0,50647.67108000001
1520467200,9910.0,10099.0,9060.0,9271.64,41109.473225999995
1520553600,9267.07,9410.0,8329.0,9227.0,64112.29140699999
1520640000,9230.0,9490.0,8667.07,8770.22,37180.012857
1520726400,8770.22,9740.0,8450.0,9533.57,44325.97338600002
1520812800,9533.57,9888.88,8780.0,9131.34,42230.34751300001
1520899200,9131.34,9474.0,8823.0,9150.0,40191.409358000004
1520985600,9151.92,9333.78,7900.28,8170.0,49708.094108
1521072000,8184.01,8430.0,7650.0,8240.98,52291.022277
1521158400,8240.98,8611.64,7900.0,8260.0,38815.409893
1521244800,8260.0,8348.62,7721.99,7824.8,33110.20632900001
1521331200,7824.01,8317.4,7322.0,8189.99,59488.231710999986
1521417600,8189.0,8705.23,8088.4,8600.0,55297.084941999994
1521504000,8595.01,9050.0,8280.0,8909.98,44863.37616600001
1521590400,8909.96,9177.01,8750.6,8885.0,39972.40537099999
1521676800,8884.82,9100.0,8465.1,8722.9,40617.55680900001
1521763200,8720.0,8909.0,8269.0,8898.03,39990.868008000005
1521849600,8898.04,8999.95,8491.0,8546.86,35466.609572
1521936000,8531.25,8669.85,8365.77,8470.15,29001.769316
1522022400,8470.14,8514.89,7831.0,8134.23,44031.973832
1522108800,8134.22,8215.94,7730.0,7795.51,37427.64805
1522195200,7795.51,8109.0,7728.0,7949.3,26401.33167
1522281600,7949.3,7975.0,6941.11,7090.14,54620.91512499999
1522368000,7090.16,7292.43,6600.1,6840.23,65306.031976
1522454400,6840.24,7223.36,6777.0,6923.91,36868.539087
1522540800,6922.0,7049.98,6430.0,6813.01,44071.43046300001
1522627200,6813.01,7125.0,6765.0,7056.0,32123.560072000007
1522713600,7063.97,7520.0,7011.01,7405.21,37787.331811
1522800000,7405.21,7427.52,6707.0,6796.1,42227.183803999986
1522886400,6796.1,6902.0,6566.69,6770.76,39029.73146
1522972800,6770.0,6850.0,6500.0,6601.39,27455.01192
1523059200,6601.39,7070.0,6586.28,6895.8,32269.578267000004
1523145600,6895.81,7109.13,6880.0,7018.0,21427.673164999997
1523232000,7011.04,7185.0,6611.0,6782.72,34078.297206
1523318400,6781.55,6890.0,6656.0,6843.9,22326.728095000002
1523404800,6839.56,6990.0,6787.0,6953.79,23997.871177
1523491200,6953.78,8012.23,6743.2,7923.0,64861.59598700001
1523577600,7922.99,8233.39,7732.0,7877.41,55044.523148
1523664000,7877.48,8186.0,7810.0,7999.01,31621.286356999997
1523750400,8004.0,8429.54,7999.02,8355.0,27945.872618
1523836800,8355.07,8419.0,7867.0,8064.92,36664.069715
1523923200,8064.92,8173.7,7825.4,7885.02,32152.603567
1524009600,7890.96,8236.43,7868.0,8173.0,26969.044569999995
1524096000,8173.99,8296.0,8080.0,8278.0,27113.847464000002
1524182400,8273.84,8930.0,8177.09,8856.98,39795.337485
1524268800,8852.12,9035.0,8565.0,8915.31,40872.22990899999
1524355200,8915.31,9020.67,8727.68,8787.02,29458.253480000003
1524441600,8785.7,8985.0,8745.0,8934.01,25838.114708999994
1524528000,8934.0,9731.01,8922.0,9619.99,46268.79010600001
1524614400,9618.96,9759.82,8730.0,8869.99,81110.03758899997
1524700800,8869.99,9307.48,8651.62,9266.0,43300.30424500001
1524787200,9267.03,9395.0,8889.0,8915.35,37241.34703599999
1524873600,8915.35,9427.48,8870.0,9348.0,34759.628419999994
1524960000,9348.0,9570.51,9163.74,9419.0,38149.85003500002
1525046400,9417.04,9458.64,9124.99,9246.01,35002.033874999994
1525132800,9246.01,9248.99,8800.49,9071.48,41018.46363299999
1525219200,9071.48,9268.0,8970.2,9247.84,26123.543961000003
1525305600,9247.81,9844.0,9168.4,9750.0,38768.38828800001
1525392000,9750.0,9830.04,9520.85,9713.99,28681.588878999995
1525478400,9714.0,10020.0,9682.0,9864.0,24990.018345
1525564800,9863.99,9970.0,9417.03,9659.01,27690.351559000002
1525651200,9661.02,9689.67,9181.0,9365.0,33787.640012
1525737600,9365.0,9475.7,9060.54,9187.56,25533.83188900001
1525824000,9178.0,9390.0,8965.0,9310.0,25673.524899
1525910400,9310.0,9395.12,8970.0,9002.2,25055.063718
1525996800,9002.21,9016.8,8341.0,8400.0,48227.04806099999
1526083200,8405.94,8646.88,8153.0,8465.94,40241.320810000005
1526169600,8475.44,8763.36,8298.0,8679.71,25632.869361999994
1526256000,8679.71,8879.99,8277.0,8663.34,37389.666533
1526342400,8663.37,8859.99,8401.3,8462.0,28126.956136000004
1526428800,8462.0,8488.0,8083.01,8330.0,31130.224980000003
1526515200,8330.0,8464.0,7979.0,8041.46,25439.844799
1526601600,8038.82,8273.21,7911.9,8239.81,23476.158250999997
1526688000,8238.01,8390.8,8095.73,8233.49,17193.424275999994
1526774400,8233.49,8609.0,8163.9,8526.98,19957.057108999998
1526860800,8526.97,8595.31,8305.0,8381.24,21516.596485999995
1526947200,8386.89,8400.18,7935.11,7977.11,23710.902858000005
1527033600,7977.12,8031.9,7425.0,7501.95,42908.69267299999
1527120000,7501.95,7730.73,7266.99,7575.01,37845.446595
1527206400,7578.99,7649.55,7308.15,7457.0,26739.956639999997
1527292800,7456.99,7620.0,7300.0,7333.96,19464.086071
1527379200,7334.0,7400.0,7231.11,7338.99,18706.945515
1527465600,7338.99,7437.0,7058.02,7099.0,27219.438962999997
1527552000,7099.0,7540.0,7032.95,7461.29,39406.83952
1527638400,7467.98,7569.0,7260.5,7375.96,32041.583623000002
1527724800,7382.07,7699.0,7327.51,7485.01,30776.063102
1527811200,7485.01,7608.55,7355.54,7521.01,28258.863851000006
1527897600,7521.01,7697.33,7437.0,7640.03,26720.690219
1527984000,7636.81,7786.69,7600.0,7714.26,27505.15895100001
1528070400,7714.26,7760.52,7446.5,7487.0,32258.83511500001
1528156800,7487.0,7679.49,7358.0,7625.0,31722.492977999995
1528243200,7626.64,7699.0,7467.05,7658.84,27229.991897999993
1528329600,7658.79,7765.0,7620.0,7691.08,25062.227202000005
1528416000,7691.08,7703.5,7531.0,7603.44,23396.804671
1528502400,7603.44,7683.98,7450.0,7491.73,19339.885176
1528588800,7491.73,7491.73,6622.81,6764.99,52342.02003199999
1528675200,6765.0,6922.0,6610.0,6872.0,34552.16230299999
1528761600,6872.0,6890.51,6435.0,6530.0,36722.211190999995
1528848000,6530.0,6627.6,6118.68,6292.78,46185.5181
1528934400,6292.78,6720.0,6260.0,6635.98,44478.130837000004
1529020800,6638.67,6666.66,6362.31,6388.9,30018.329905000002
1529107200,6380.01,6560.0,6320.86,6483.98,22277.241146999997
1529193600,6482.5,6589.03,6422.0,6449.61,19847.247688
1529280000,6444.06,6794.38,6380.0,6712.46,31821.434994999996
1529366400,6711.39,6841.74,6653.0,6741.21,24311.421143000003
1529452800,6740.0,6817.23,6551.81,6761.51,26353.272094
1529539200,6763.21,6795.0,6672.57,6718.84,25428.854047999994
1529625600,6717.69,6733.97,5918.94,6045.0,52157.370833
1529712000,6045.92,6260.0,6008.48,6149.98,26622.788588999992
1529798400,6149.98,6259.8,5750.0,6136.97,47445.998955
1529884800,6137.95,6350.0,6061.97,6252.0,39164.515306
1529971200,6252.0,6272.54,6035.0,6070.78,19377.105182
1530057600,6065.89,6190.43,5971.0,6133.73,19225.671097999995
1530144000,6134.73,6173.01,5827.0,5853.98,30585.266026
1530230400,5851.01,6300.0,5780.0,6197.92,33911.287278
1530316800,6197.92,6528.99,6186.03,6390.07,37919.61284000001
1530403200,6391.08,6441.06,6251.0,6356.81,27562.965974000002
1530489600,6360.82,6685.0,6271.62,6615.29,36230.45226399999
1530576000,6615.29,6679.35,6463.01,6513.86,38657.781691000004
1530662400,6511.01,6784.92,6441.11,6586.98,23571.892777
1530748800,6585.53,6712.0,6453.33,6529.2,35071.972897999985
1530835200,6529.2,6648.54,6425.0,6609.78,29397.094748000003
1530921600,6609.79,6818.16,6508.88,6756.98,23973.876886
1531008000,6753.48,6780.0,6667.44,6712.1,24622.947793999992
1531094400,6712.1,6802.06,6612.24,6662.12,26732.406550000003
1531180800,6662.78,6681.0,6263.0,6296.91,38560.672701999996
1531267200,6296.91,6406.0,6278.99,6378.07,28715.498487
1531353600,6378.07,6380.28,6070.0,6250.57,31306.663348
1531440000,6251.4,6350.0,6110.0,6214.57,26375.325286000003
1531526400,6214.57,6335.0,6178.0,6251.99,17783.071998999996
1531612800,6250.9,6395.0,6225.4,6353.01,22979.211508
1531699200,6354.15,6747.3,6330.4,6723.35,36204.87708
1531785600,6723.33,7468.99,6652.04,7317.44,52105.42345899999
1531872000,7317.44,7588.08,7225.38,7381.9,59487.64344999999
1531958400,7381.88,7576.28,7270.0,7466.21,41218.256437000004
1532044800,7468.86,7700.0,7273.0,7337.53,46140.31344699999
1532131200,7337.47,7458.47,7211.0,7398.78,28886.490291
1532217600,7399.25,7582.4,7335.5,7394.79,30270.21844
1532304000,7394.78,7833.0,7375.0,7721.01,41646.346671
1532390400,7721.65,8486.0,7696.0,8397.24,60121.16374899999
1532476800,8397.24,8491.77,8050.0,8175.64,48257.64912400001
1532563200,8175.63,8315.69,7850.06,7920.0,43223.481682000005
1532649600,7920.0,8285.0,7805.0,8188.57,43671.00589099999
1532736000,8188.57,8246.54,8067.0,8225.04,26215.173838999995
1532822400,8225.04,8294.51,8115.0,8211.0,25531.226184999996
1532908800,8210.99,8273.0,7866.0,8173.92,39692.416542
1532995200,8171.4,8180.0,7633.0,7730.93,48296.91558700001
1533081600,7735.67,7750.0,7430.0,7604.58,42582.31293199999
1533168000,7600.08,7709.46,7455.72,7525.71,37665.696684
1533254400,7525.71,7540.0,7282.44,7418.78,44669.48604699999
1533340800,7412.27,7494.81,6926.0,7009.84,36288.42601
1533427200,7009.84,7089.87,6882.29,7024.19,32894.849782
1533513600,7024.19,7160.0,6821.0,6934.82,32760.191643000006
1533600000,6935.0,7150.46,6670.0,6720.06,45438.47350100001
1533686400,6720.63,6721.54,6123.0,6285.0,59550.536319
1533772800,6283.27,6622.81,6178.6,6529.79,51941.18511100001
1533859200,6529.79,6575.88,6026.39,6144.01,59034.974902
1533945600,6148.13,6488.0,5971.0,6232.35,47133.418555
1534032000,6222.55,6472.3,6130.0,6308.33,38567.770712
1534118400,6308.56,6545.0,6145.04,6246.35,53895.828783
1534204800,6248.25,6250.33,5880.0,6188.08,50186.745091
1534291200,6188.08,6609.0,6172.11,6267.16,68806.68702599999
1534377600,6265.27,6480.0,6205.6,6311.75,48515.254618
1534464000,6316.0,6585.0,6285.4,6584.49,57851.610803
1534550400,6579.04,6620.0,6288.0,6387.96,53742.322172
1534636800,6387.96,6541.0,6300.0,6477.53,45190.847993999996
1534723200,6477.53,6530.0,6220.0,6254.84,49435.55526000001
1534809600,6251.0,6500.0,6235.08,6480.0,41569.94740800001
1534896000,6479.98,6882.54,6251.2,6360.89,77909.39135899999
1534982400,6362.57,6576.99,6342.28,6525.01,40358.16682499999
1535068800,6525.0,6725.0,6440.5,6681.64,38305.675322
1535155200,6686.98,6789.0,6650.61,6733.64,19220.50592900001
1535241600,6733.64,6775.27,6568.0,6700.0,20107.297208
1535328000,6700.0,6940.51,6646.5,6908.64,37747.078747
1535414400,6907.26,7135.0,6860.0,7076.11,48352.917163000006
1535500800,7077.0,7133.81,6912.34,7031.22,43252.487392
1535587200,7033.21,7063.63,6784.81,6984.84,44716.77461999999
1535673600,6984.84,7089.0,6888.0,7011.21,40467.40063800001
1535760000,7011.21,7275.0,7008.74,7200.01,40323.41409299999
1535846400,7201.57,7345.45,7127.0,7302.01,39814.840352
1535932800,7302.0,7338.28,7191.63,7263.02,32396.018371
1536019200,7263.0,7410.0,7227.17,7359.06,35300.640518
1536105600,7359.05,7397.3,6682.0,6700.0,63635.61563
1536192000,6697.27,6725.0,6265.0,6516.01,60644.464227000004
1536278400,6516.84,6544.0,6320.0,6395.54,38906.28805
1536364800,6395.54,6478.0,6111.0,6185.05,38215.032171000006
1536451200,6185.06,6441.0,6141.53,6250.81,37053.923819999996
1536537600,6252.26,6373.98,6221.0,6312.0,32439.456432000006
1536624000,6311.99,6404.0,6169.68,6294.91,33104.88859
1536710400,6293.0,6360.0,6192.37,6338.62,31433.645938999998
1536796800,6338.62,6535.0,6337.4,6487.38,40465.06310699999
1536883200,6487.39,6584.99,6385.62,6476.63,37173.339277
1536969600,6476.63,6565.45,6466.13,6514.96,25243.656612
1537056000,6514.96,6524.62,6370.0,6505.0,27568.132897000003
1537142400,6500.08,6533.84,6201.0,6248.69,35987.254737999996
1537228800,6248.69,6390.0,6224.98,6336.45,32620.866669999996
1537315200,6336.39,6517.7,6123.0,6391.89,39044.080082
1537401600,6392.0,6540.0,6325.0,6492.0,25189.024727999997
1537488000,6492.0,6784.86,6491.0,6759.02,51779.343463000005
1537574400,6759.01,6839.03,6627.0,6723.05,29349.690667000003
1537660800,6723.05,6788.23,6661.75,6708.0,30286.229773
1537747200,6706.81,6730.0,6557.0,6581.39,35305.73991
1537833600,6581.42,6584.01,6325.02,6447.54,40301.02945200001
1537920000,6445.11,6557.99,6379.7,6465.12,33484.542069999996
1538006400,6467.84,6750.0,6434.0,6689.13,33087.428297000006
1538092800,6689.12,6814.8,6540.88,6634.58,42399.44852299999
1538179200,6634.58,6636.0,6464.57,6596.38,30255.959700000003
1538265600,6597.66,6662.0,6533.0,6626.57,27764.724518999996
1538352000,6626.57,6667.09,6510.0,6611.61,20621.506894000002
1538438400,6610.0,6640.0,6494.0,6525.79,28245.810087999995
1538524800,6525.79,6549.0,6430.0,6510.0,28451.969138
1538611200,6510.01,6643.46,6505.09,6593.79,20074.300818
1538697600,6591.69,6697.0,6543.08,6635.65,16096.552391999998
1538784000,6635.65,6651.0,6566.77,6594.27,10939.505391000002
1538870400,6596.44,6640.0,6525.0,6615.26,17406.831761999998
1538956800,6615.26,6715.6,6587.0,6673.01,23123.419541
1539043200,6673.01,6685.38,6607.0,6656.61,15354.779469
1539129600,6656.67,6659.95,6530.0,6631.0,15390.661444
1539216000,6630.21,6633.92,6205.0,6252.68,48706.634966000005
1539302400,6252.71,6360.0,6209.0,6298.01,29004.071418999996
1539388800,6298.0,6345.0,6285.07,6332.93,19098.070025
1539475200,6332.92,6416.0,6308.0,6339.34,15627.411313999999
1539561600,6339.34,7680.0,6300.0,6752.5,90748.031246
1539648000,6752.5,6900.0,6670.0,6759.27,27557.957764000002
1539734400,6762.76,6811.12,6676.01,6740.89,26641.431379
1539820800,6739.01,6796.0,6567.0,6618.96,20116.521941000003
1539907200,6618.96,6648.14,6523.0,6528.88,20771.332535
1539993600,6528.88,6617.65,6505.55,6588.4,19240.722247
1540080000,6585.72,6663.9,6580.0,6590.11,6515.357792000002
1540166400,6590.12,6639.0,6535.27,6581.2,16213.692659999999
1540252800,6581.2,6595.0,6515.45,6553.51,13856.601755999998
1540339200,6553.51,6630.0,6547.53,6565.5,11951.543977
1540425600,6566.81,6575.09,6502.8,6528.09,10342.701244000003
1540512000,6528.13,6600.0,6515.01,6538.63,9443.504156
1540598400,6538.63,6558.35,6463.04,6505.6,7776.907863999999
1540684800,6505.6,6514.17,6453.0,6489.93,5743.933728000002
1540771200,6489.93,6505.01,6315.0,6344.5,13827.224067000001
1540857600,6344.5,6395.0,6317.01,6330.87,8877.175385
1540944000,6330.01,6428.0,6245.02,6371.93,12148.888216000001
1541030400,6369.52,6442.65,6348.66,6410.0,9099.035840999999
1541116800,6410.0,6460.34,6388.2,6433.98,9739.440679
1541203200,6432.8,6439.97,6345.0,6387.09,7661.241475999999
1541289600,6388.0,6525.0,6359.0,6485.08,9092.465097999997
1541376000,6485.85,6504.39,6431.02,6468.99,8987.882156000003
1541462400,6468.99,6531.31,6445.18,6519.11,11926.565699
1541548800,6522.73,6615.15,6509.0,6578.46,14271.591116999998
1541635200,6578.46,6594.0,6468.22,6479.84,13259.789282
1541721600,6479.84,6511.53,6391.01,6419.99,11787.616582999997
1541808000,6419.99,6475.55,6411.0,6433.05,7714.8299259999985
1541894400,6435.16,6462.14,6355.0,6449.81,8213.507117
1541980800,6450.71,6497.0,6421.0,6453.07,10132.782567
1542067200,6451.68,6498.0,6391.15,6457.66,11790.564933
1542153600,6458.98,6482.84,5656.87,5922.41,46478.96400300001
1542240000,5917.2,5939.54,5403.42,5753.4,47700.82940100002
1542326400,5757.09,5782.89,5549.25,5655.94,38721.802273999994
1542412800,5650.57,5656.6,5565.43,5628.29,26411.241412999996
1542499200,5630.49,5738.17,5617.0,5662.0,23844.99934699999
1542585600,5661.94,5664.0,4855.0,4910.03,70580.89285599999
1542672000,4913.4,5048.24,4326.0,4558.86,117380.95158999998
1542758400,4559.91,4787.2,4413.85,4661.07,61071.829475
1542844800,4661.08,4721.77,4335.0,4370.0,34531.119143
1542931200,4370.9,4484.0,4222.94,4420.61,49371.920322
1543017600,4415.63,4527.0,3824.69,3932.44,61693.11100600001
1543104000,3933.68,4233.0,3652.66,4085.78,101693.97558800002
1543190400,4088.69,4206.0,3701.0,3862.2,94503.75076699998
1543276800,3864.45,3940.0,3689.12,3875.21,67480.607212
1543363200,3875.63,4394.47,3874.27,4264.85,92019.03105900003
1543449600,4262.06,4450.38,4125.65,4295.84,73967.980834
1543536000,4295.72,4341.36,3943.0,4041.32,67747.924442
1543622400,4041.27,4299.99,3963.01,4190.02,44829.523385000015
1543708800,4190.98,4312.99,4103.04,4161.01,38911.449688
1543795200,4160.55,4179.0,3827.0,3884.01,49094.100974999994
1543881600,3884.76,4085.0,3781.0,3951.64,48477.626775
1543968000,3950.98,3970.0,3745.0,3769.84,44002.879884
1544054400,3768.44,3899.99,3500.0,3508.75,68378.533615
1544140800,3508.75,3549.99,3224.6,3403.55,94967.342104
1544227200,3403.57,3495.0,3222.0,3410.93,55362.12697999999
1544313600,3411.36,3658.0,3394.04,3545.37,45956.86015400001
1544400000,3548.49,3610.0,3370.11,3432.88,40979.779801
1544486400,3434.01,3480.0,3324.32,3380.39,35920.81480100001
1544572800,3379.23,3492.0,3350.0,3445.0,33922.497717
1544659200,3446.38,3460.0,3255.5,3302.06,40036.43340700001
1544745600,3302.06,3335.39,3177.0,3224.17,44485.660625
1544832000,3225.19,3276.5,3156.26,3211.72,29794.903128000005
1544918400,3211.71,3294.0,3186.0,3228.67,24559.081629000004
1545004800,3229.22,3585.0,3216.0,3509.08,66761.751697
1545091200,3509.03,3678.59,3424.47,3652.98,61338.467371000006
1545177600,3653.0,3912.73,3622.55,3662.22,93962.05940099999
1545264000,3660.01,4120.0,3635.0,4049.62,101376.928856
1545350400,4051.86,4139.99,3764.0,3838.66,82271.15161
1545436800,3840.25,3979.0,3785.0,3948.91,42814.883496
1545523200,3948.91,4021.53,3870.0,3929.71,40101.974171999995
1545609600,3929.71,4198.0,3924.83,4008.01,64647.752745
1545696000,4010.11,4020.0,3646.41,3745.79,62665.194391000005
1545782400,3745.56,3837.15,3656.74,3777.74,42600.31402
1545868800,3777.74,3813.98,3535.0,3567.91,44076.146445
1545955200,3567.89,3887.25,3540.04,3839.26,45957.105741
1546041600,3839.0,3892.0,3670.0,3695.32,38873.549630999994
1546128000,3696.71,3903.5,3657.9,3801.91,33221.673927
1546214400,3803.12,3810.0,3630.33,3702.9,29969.706422999992
1546300800,3701.23,3810.16,3642.0,3797.14,23741.484284000002
1546387200,3796.45,3882.14,3750.45,3858.56,35122.095349999996
1546473600,3857.57,3862.74,3730.0,3766.78,29383.137967000002
1546560000,3767.2,3823.64,3703.57,3792.01,29505.351026
1546646400,3790.09,3840.99,3751.0,3770.96,30442.209752
1546732800,3771.12,4027.71,3740.0,3987.6,36416.759314999996
1546819200,3987.62,4017.9,3921.53,3975.45,31869.761354000002
1546905600,3976.76,4069.8,3903.0,3955.13,38897.989627
1546992000,3955.45,4006.81,3930.04,3966.65,28931.009566
1547078400,3966.06,3996.01,3540.0,3585.88,59401.63016800002
1547164800,3585.88,3658.0,3465.0,3601.31,38337.907783
1547251200,3601.31,3618.19,3530.0,3583.13,21988.919570000005
1547337600,3584.1,3611.1,3441.3,3476.81,26385.490535999998
1547424000,3477.56,3671.87,3467.02,3626.09,35235.139297
1547510400,3626.08,3648.42,3516.62,3553.06,34131.976646
1547596800,3553.06,3645.0,3543.51,3591.84,27480.024152999995
1547683200,3591.84,3634.7,3530.39,3616.21,29751.531273999997
1547769600,3613.32,3620.0,3565.75,3594.87,22689.524895
1547856000,3594.87,3720.0,3594.23,3665.3,22161.434457
1547942400,3665.75,3693.73,3475.0,3539.28,27901.350245
1548028800,3539.26,3559.51,3475.5,3526.9,19638.700868
1548115200,3526.88,3608.5,3434.85,3570.93,29316.981891999996
1548201600,3570.41,3607.98,3514.5,3552.82,24929.642111000005
1548288000,3552.97,3589.0,3529.22,3569.62,20822.217737
1548374400,3569.07,3587.15,3522.51,3565.29,17606.096207000002
1548460800,3566.69,3662.94,3545.0,3565.25,19474.931854000006
1548547200,3565.62,3579.0,3486.0,3550.84,22722.999662000006
1548633600,3550.05,3557.75,3380.27,3434.15,40392.274468
1548720000,3434.0,3443.45,3349.92,3411.04,29543.665891999997
1548806400,3410.04,3478.0,3387.1,3458.18,23968.086623999996
1548892800,3457.5,3489.2,3418.8,3434.1,29607.043056000006
1548979200,3434.1,3488.0,3401.2,3462.07,25260.353447999994
1549065600,3462.2,3526.4,3440.29,3504.77,17915.636706
1549152000,3504.06,3511.09,3426.0,3458.11,19867.336389999997
1549238400,3458.11,3484.88,3433.31,3463.22,23131.045928999996
1549324800,3463.22,3478.97,3448.43,3471.59,25263.515585
1549411200,3471.57,3482.72,3380.0,3405.37,35307.778852999996
1549497600,3407.0,3426.45,3390.0,3398.4,18664.715224999996
1549584000,3398.4,3733.58,3373.1,3659.04,47967.602353
1549670400,3660.27,3680.02,3625.13,3665.18,24755.337446999998
1549756800,3665.18,3684.99,3609.76,3680.06,23250.143047000005
1549843200,3679.75,3684.9,3615.53,3631.05,24943.880750999993
1549929600,3631.05,3667.6,3582.34,3631.46,29478.401377
1550016000,3631.51,3670.0,3591.75,3609.4,25724.920875000003
