,external_author_id,author,content,region,language,publish_date,harvested_date,following,followers,updates,post_type,account_type,retweet,account_category,new_june_2018,alt_external_id,tweet_id,article_url,tco1_step1,tco2_step1,tco3_step1
26826,2494112058,DAILYSANJOSE,Santa Clara: Hearing set for suit to halt NFL's Super Bowl takeover of youth soccer field  #SanJose,United States,English,1/1/2016 0:07,1/1/2016 0:07,3331,10372,11562,,local,0,NewsFeed,1,2494112058,682714784526041088,http://twitter.com/DailySanJose/statuses/682714784526041088,,,
26827,2494112058,DAILYSANJOSE,#sports TCU Player Hits Officer: Police,United States,English,1/1/2016 0:33,1/1/2016 0:34,3331,10373,11563,,local,0,NewsFeed,1,2494112058,682721367658082304,http://twitter.com/DailySanJose/statuses/682721367658082304,,,
26828,2494112058,DAILYSANJOSE,#sports San Jose Sharks taking form under Pete DeBoer,United States,English,1/1/2016 0:46,1/1/2016 0:46,3331,10373,11564,,local,0,NewsFeed,1,2494112058,682724461687091200,http://twitter.com/DailySanJose/statuses/682724461687091200,,,
26829,2494112058,DAILYSANJOSE,#sports Thompson: Warriors learn from Curry's absence,United States,English,1/1/2016 13:28,1/1/2016 13:29,3332,10375,11579,,local,0,NewsFeed,1,2494112058,682916428526170112,http://twitter.com/DailySanJose/statuses/682916428526170112,,,
26830,2494112058,DAILYSANJOSE,#SanJose Nothing Says 'New Year' Better Than Roasted Pig,United States,English,1/1/2016 15:05,1/1/2016 15:07,3332,10376,11580,,local,0,NewsFeed,1,2494112058,682940837446062081,http://twitter.com/DailySanJose/statuses/682940837446062081,,,
26831,2494112058,DAILYSANJOSE,"#health 4 New Year's spa treatments, from Tibetan singing bowls to birch leaf swatting",United States,English,1/1/2016 15:55,1/1/2016 15:56,3332,10377,11581,,local,0,NewsFeed,1,2494112058,682953406961422336,http://twitter.com/DailySanJose/statuses/682953406961422336,,,
26832,2494112058,DAILYSANJOSE,#SanJose New Year Brings New Laws: From Beer Tasting to Hoverboards,United States,English,1/1/2016 16:40,1/1/2016 16:40,3332,10377,11582,,local,0,NewsFeed,1,2494112058,682964612526952449,http://twitter.com/DailySanJose/statuses/682964612526952449,,,
26833,2494112058,DAILYSANJOSE,Stanford bringing gene editing to patients with deadly diseases  #SanJose,United States,English,1/1/2016 18:06,1/1/2016 18:06,3332,10377,11583,,local,0,NewsFeed,1,2494112058,682986334433054720,http://twitter.com/DailySanJose/statuses/682986334433054720,,,
26834,2494112058,DAILYSANJOSE,#sports Raiders Face Streaking Chiefs in Hostile Environment,United States,English,1/1/2016 18:08,1/1/2016 18:08,3332,10377,11584,,local,0,NewsFeed,1,2494112058,682986711534665728,http://twitter.com/DailySanJose/statuses/682986711534665728,,,
26835,2494112058,DAILYSANJOSE,#sports Oakland Raiders building through draft,United States,English,1/1/2016 18:19,1/1/2016 18:20,3332,10377,11585,,local,0,NewsFeed,1,2494112058,682989659975073792,http://twitter.com/DailySanJose/statuses/682989659975073792,,,
26836,2494112058,DAILYSANJOSE,#health Stanford bringing gene editing to patients with deadly diseases,United States,English,1/1/2016 19:09,1/1/2016 19:09,3332,10379,11586,,local,0,NewsFeed,1,2494112058,683002015480299520,http://twitter.com/DailySanJose/statuses/683002015480299520,,,
26837,2494112058,DAILYSANJOSE,#sports TCU Player Hits Officer: Police,United States,English,1/1/2016 19:48,1/1/2016 19:49,3332,10380,11587,,local,0,NewsFeed,1,2494112058,683011963098513408,http://twitter.com/DailySanJose/statuses/683011963098513408,,,
26838,2494112058,DAILYSANJOSE,#SanJose Gilroy City Council Will Appoint New Mayor,United States,English,1/1/2016 19:59,1/1/2016 19:59,3332,10380,11588,,local,0,NewsFeed,1,2494112058,683014747931807744,http://twitter.com/DailySanJose/statuses/683014747931807744,,,
26839,2494112058,DAILYSANJOSE,San Jose: Man dies after jumping from Highway 101 overpass  #SanJose,United States,English,1/1/2016 1:42,1/1/2016 1:42,3331,10373,11565,,local,0,NewsFeed,1,2494112058,682738693057032192,http://twitter.com/DailySanJose/statuses/682738693057032192,,,
26840,2494112058,DAILYSANJOSE,#SanJose Soccer League Wants Control of Fields Near Levi's During SB50,United States,English,1/1/2016 1:48,1/1/2016 1:48,3331,10373,11566,,local,0,NewsFeed,1,2494112058,682740137885736960,http://twitter.com/DailySanJose/statuses/682740137885736960,,,
26841,2494112058,DAILYSANJOSE,#sports Raiders will carry momentum into offseason,United States,English,1/1/2016 21:29,1/1/2016 21:29,3332,10380,11589,,local,0,NewsFeed,1,2494112058,683037439322009600,http://twitter.com/DailySanJose/statuses/683037439322009600,,,
26842,2494112058,DAILYSANJOSE,#SanJose Family of Three Escapes to Safety During Vallejo Fire,United States,English,1/1/2016 21:33,1/1/2016 21:33,3332,10380,11590,,local,0,NewsFeed,1,2494112058,683038417286860800,http://twitter.com/DailySanJose/statuses/683038417286860800,,,
26843,2494112058,DAILYSANJOSE,#politics Santa Clara County seeks $64 million to expand homeless services,United States,English,1/1/2016 22:33,1/1/2016 22:33,3332,10380,11591,,local,0,NewsFeed,1,2494112058,683053515703373824,http://twitter.com/DailySanJose/statuses/683053515703373824,,,
26844,2494112058,DAILYSANJOSE,Santa Clara County seeks $64 million to expand homeless services  #SanJose,United States,English,1/1/2016 22:49,1/1/2016 22:50,3332,10380,11592,,local,0,NewsFeed,1,2494112058,683057589798608896,http://twitter.com/DailySanJose/statuses/683057589798608896,,,
26845,2494112058,DAILYSANJOSE,#politics Skywriters Scold 'Disgusting' Donald Trump Over LA,United States,English,1/1/2016 23:01,1/1/2016 23:01,3332,10380,11594,,local,0,NewsFeed,1,2494112058,683060525647790080,http://twitter.com/DailySanJose/statuses/683060525647790080,,,
26846,2494112058,DAILYSANJOSE,#sports Carly Fiorina sacrifices Stanford alma mater for Iowa votes,United States,English,1/1/2016 23:01,1/1/2016 23:01,3332,10380,11593,,local,0,NewsFeed,1,2494112058,683060401920069632,http://twitter.com/DailySanJose/statuses/683060401920069632,,,
26847,2494112058,DAILYSANJOSE,#sports 49ers' Hayne 'excited' about future in NFL,United States,English,1/1/2016 3:05,1/1/2016 3:05,3331,10373,11567,,local,0,NewsFeed,1,2494112058,682759398075174912,http://twitter.com/DailySanJose/statuses/682759398075174912,,,
26848,2494112058,DAILYSANJOSE,San Jose: Traffic deaths highlight worst public-safety trend in 2015; overall crime sees modest rise  #SanJose,United States,English,1/1/2016 4:01,1/1/2016 4:01,3331,10374,11568,,local,0,NewsFeed,1,2494112058,682773535392059392,http://twitter.com/DailySanJose/statuses/682773535392059392,,,
26849,2494112058,DAILYSANJOSE,#SanJose Massive Cargo Ship Arrives at Port of Oakland,United States,English,1/1/2016 4:07,1/1/2016 4:07,3331,10373,11569,,local,0,NewsFeed,1,2494112058,682775198517477376,http://twitter.com/DailySanJose/statuses/682775198517477376,,,
26850,2494112058,DAILYSANJOSE,#sports Sports digest: Santa Clara women win 12th straight,United States,English,1/1/2016 4:12,1/1/2016 4:12,3331,10373,11570,,local,0,NewsFeed,1,2494112058,682776324147036161,http://twitter.com/DailySanJose/statuses/682776324147036161,,,
26851,2494112058,DAILYSANJOSE,#politics O'Malley Fails to Qualify for Ohio Ballot,United States,English,1/1/2016 5:12,1/1/2016 5:12,3331,10373,11571,,local,0,NewsFeed,1,2494112058,682791389692821504,http://twitter.com/DailySanJose/statuses/682791389692821504,,,
26852,2494112058,DAILYSANJOSE,#sports College Football Playoff: Alabama shuts out Michigan State,United States,English,1/1/2016 5:19,1/1/2016 5:19,3331,10373,11572,,local,0,NewsFeed,1,2494112058,682793285358764032,http://twitter.com/DailySanJose/statuses/682793285358764032,,,
26853,2494112058,DAILYSANJOSE,#sports College football: TCU's Boykin charged with felony assault,United States,English,1/1/2016 6:31,1/1/2016 6:32,3331,10374,11573,,local,0,NewsFeed,1,2494112058,682811486306045952,http://twitter.com/DailySanJose/statuses/682811486306045952,,,
26854,2494112058,DAILYSANJOSE,#SanJose Year in Review: Top Bay Area Stories from 2015,United States,English,1/1/2016 7:47,1/1/2016 7:47,3332,10375,11574,,local,0,NewsFeed,1,2494112058,682830451489157120,http://twitter.com/DailySanJose/statuses/682830451489157120,,,
26855,2494112058,DAILYSANJOSE,#sports Saint Mary's men cruise past BYU,United States,English,1/1/2016 7:48,1/1/2016 7:48,3332,10375,11575,,local,0,NewsFeed,1,2494112058,682830789004795904,http://twitter.com/DailySanJose/statuses/682830789004795904,,,
26856,2494112058,DAILYSANJOSE,#health Dr. Blonz: New woe after quitting smoking,United States,English,1/1/2016 8:23,1/1/2016 8:24,3332,10375,11576,,local,0,NewsFeed,1,2494112058,682839659861282817,http://twitter.com/DailySanJose/statuses/682839659861282817,,,
26857,2494112058,DAILYSANJOSE,"#politics New California laws mandate vaccinations for schoolchildren, boost minimum wage to $10",United States,English,1/1/2016 8:37,1/1/2016 8:37,3332,10375,11577,,local,0,NewsFeed,1,2494112058,682842992357449728,http://twitter.com/DailySanJose/statuses/682842992357449728,,,
26858,2494112058,DAILYSANJOSE,#sports Molotov Cocktails at Strip Club,United States,English,1/1/2016 8:54,1/1/2016 8:54,3332,10375,11578,,local,0,NewsFeed,1,2494112058,682847291070283777,http://twitter.com/DailySanJose/statuses/682847291070283777,,,
49071,1660804459,DAMANIMILES,RT @PearlfectPoison: *1867 RT @MsTosciMarie: Y'all was suppose to be leaving chitlins in 2000.,United States,English,1/1/2016 19:00,1/1/2016 19:00,350,131,710,RETWEET,Left,1,LeftTroll,0,1660804459,682999803442237445,http://twitter.com/DamaniMiles/statuses/682999803442237445,,,
116869,2571870453,DETROITDAILYNEW,Spartans in position to stick among nation’s elite: Spartans in position to stick among nation’s eli... https://t.co/YCqM61gMiI #breaking,United States,English,1/1/2016 0:11,1/1/2016 0:11,8325,14953,17908,,local,0,NewsFeed,0,2571870453,682715725706874880,http://twitter.com/DetroitDailyNew/statuses/682715725706874880,http://bit.ly/1R2oAgv,,
116870,2571870453,DETROITDAILYNEW,"Watson, Clemson dominate Oklahoma: Clemson is headed to the national championship game with a still-... https://t.co/uWMkh85Xyx #breaking",United States,English,1/1/2016 11:19,1/1/2016 11:19,8323,14946,17923,,local,0,NewsFeed,0,2571870453,682883890248159233,http://twitter.com/DetroitDailyNew/statuses/682883890248159233,http://bit.ly/1VtN9Bw,,
116871,2571870453,DETROITDAILYNEW,"Wojo: Spartans smacked with reality they're not yet elite: The Spartans knew they had room to grow, ... https://t.co/JlFi6tVnhO #breaking",United States,English,1/1/2016 12:48,1/1/2016 12:48,8887,14951,17924,,local,0,NewsFeed,0,2571870453,682906241937457152,http://twitter.com/DetroitDailyNew/statuses/682906241937457152,http://bit.ly/1R3NuvW,,
116872,2571870453,DETROITDAILYNEW,'We didn't get it done': Alabama swamps Michigan State: No. 2 Alabama broke open a tight game late i... https://t.co/QzeJAgNjYn #breaking,United States,English,1/1/2016 12:53,1/1/2016 12:53,8887,14951,17925,,local,0,NewsFeed,0,2571870453,682907419635105792,http://twitter.com/DetroitDailyNew/statuses/682907419635105792,http://bit.ly/1mo1y6K,,
116873,2571870453,DETROITDAILYNEW,"Wayne Rogers, Trapper John on 'M.A.S.H.,' dies at 82  #entertainment",United States,English,1/1/2016 12:59,1/1/2016 12:59,8887,14951,17926,,local,0,NewsFeed,0,2571870453,682908907946119170,http://twitter.com/DetroitDailyNew/statuses/682908907946119170,,,
116874,2571870453,DETROITDAILYNEW,Live updates: Michigan vs. Florida: You can follow the action here with updates throughout the game ... https://t.co/d1tgRWqopS #breaking,United States,English,1/1/2016 14:29,1/1/2016 14:29,8887,14964,17927,,local,0,NewsFeed,0,2571870453,682931651400175616,http://twitter.com/DetroitDailyNew/statuses/682931651400175616,http://bit.ly/1R416Y8,,
116875,2571870453,DETROITDAILYNEW,Public tours offered at soon-to-shutter coal plant  #news,United States,English,1/1/2016 15:34,1/1/2016 15:34,8884,14975,17928,,local,0,NewsFeed,0,2571870453,682948056422068224,http://twitter.com/DetroitDailyNew/statuses/682948056422068224,,,
116876,2571870453,DETROITDAILYNEW,"3 charged in fatal shooting at Eastland Mall: Brendon Stanton-Lipscomb, 18, Demetrius Armour, 17, an... https://t.co/dzVfb6Fmih #breaking",United States,English,1/1/2016 16:02,1/1/2016 16:03,8900,14978,17929,,local,0,NewsFeed,0,2571870453,682955164655857664,http://twitter.com/DetroitDailyNew/statuses/682955164655857664,http://bit.ly/1P5zNGG,,
116877,2571870453,DETROITDAILYNEW,"Resolve to love Michigan in January: From art exhibits to beer festivals, Michigan offers fun J... https://t.co/6TLUlEoZGk #Detroit #news",United States,English,1/1/2016 16:15,1/1/2016 16:15,8900,14980,17930,,local,0,NewsFeed,0,2571870453,682958345989308416,http://twitter.com/DetroitDailyNew/statuses/682958345989308416,http://bit.ly/1RecYFo,,
116878,2571870453,DETROITDAILYNEW,Eastland shooting suspects charged in Wayne County  #news,United States,English,1/1/2016 17:09,1/1/2016 17:09,8899,14984,17931,,local,0,NewsFeed,0,2571870453,682971992476135424,http://twitter.com/DetroitDailyNew/statuses/682971992476135424,,,
116879,2571870453,DETROITDAILYNEW,"Jabrill Peppers warming up; still uncertain if he'll play: When the ball was thrown his way, he caug... https://t.co/4ODLvjaMsi #breaking",United States,English,1/1/2016 17:37,1/1/2016 17:38,8899,14985,17932,,local,0,NewsFeed,0,2571870453,682979079801339905,http://twitter.com/DetroitDailyNew/statuses/682979079801339905,http://bit.ly/1movxf1,,
116880,2571870453,DETROITDAILYNEW,Proposed rule would boost ban on pay-or-jail sentences  #politics,United States,English,1/1/2016 17:55,1/1/2016 17:55,8898,14987,17933,,local,0,NewsFeed,0,2571870453,682983394502782977,http://twitter.com/DetroitDailyNew/statuses/682983394502782977,,,
116881,2571870453,DETROITDAILYNEW,Live updates: Rudock hits Chesson for big TD: You can follow the action here with updates throughout... https://t.co/Oahd14lLZj #breaking,United States,English,1/1/2016 19:16,1/1/2016 19:16,8897,14991,17934,,local,0,NewsFeed,0,2571870453,683003766409265154,http://twitter.com/DetroitDailyNew/statuses/683003766409265154,http://bit.ly/1UkBCU0,,
116882,2571870453,DETROITDAILYNEW,NYE's D Drop  #entertainment,United States,English,1/1/2016 19:24,1/1/2016 19:24,8897,14991,17935,,local,0,NewsFeed,0,2571870453,683005850965835777,http://twitter.com/DetroitDailyNew/statuses/683005850965835777,,,
116883,2571870453,DETROITDAILYNEW,Michigan vs. Florida: Run game needs to find its legs: Angelique S. Chengelis breaks down Friday's M... https://t.co/Ejc8F0z1o7 #breaking,United States,English,1/1/2016 1:26,1/1/2016 1:26,8323,14951,17909,,local,0,NewsFeed,0,2571870453,682734529442787328,http://twitter.com/DetroitDailyNew/statuses/682734529442787328,http://bit.ly/1P3NsOp,,
116884,2571870453,DETROITDAILYNEW,Woman dies in early morning New Year's Day crash  #news,United States,English,1/1/2016 20:20,1/1/2016 20:20,8897,14993,17936,,local,0,NewsFeed,0,2571870453,683020041944616960,http://twitter.com/DetroitDailyNew/statuses/683020041944616960,,,
116885,2571870453,DETROITDAILYNEW,Completing U.S.-Mexico wall would be daunting task: Unlike other famous barriers such as the Berlin ... https://t.co/D6AoDfVB1I #breaking,United States,English,1/1/2016 20:52,1/1/2016 20:52,8897,14994,17937,,local,0,NewsFeed,0,2571870453,683028058341683201,http://twitter.com/DetroitDailyNew/statuses/683028058341683201,http://bit.ly/1VuWsRR,,
116886,2571870453,DETROITDAILYNEW,Resolution Ball 2016 at the Fillmore Detroit  #entertainment,United States,English,1/1/2016 20:58,1/1/2016 20:58,8897,14995,17938,,local,0,NewsFeed,0,2571870453,683029581385695233,http://twitter.com/DetroitDailyNew/statuses/683029581385695233,,,
116887,2571870453,DETROITDAILYNEW,Introducing Mason Dallas Stewart: 1st baby of 2016  #news,United States,English,1/1/2016 21:57,1/1/2016 21:57,8897,15000,17939,,local,0,NewsFeed,0,2571870453,683044318936870912,http://twitter.com/DetroitDailyNew/statuses/683044318936870912,,,
116888,2571870453,DETROITDAILYNEW,"3 arraigned in fatal shooting at Eastland Mall: Brendon Stanton-Lipscomb, 18, Demetrius Armour, 17, ... https://t.co/JlxikZlpiy #breaking",United States,English,1/1/2016 23:59,1/2/2016 0:00,8895,15004,17940,,local,0,NewsFeed,0,2571870453,683075223348842496,http://twitter.com/DetroitDailyNew/statuses/683075223348842496,http://bit.ly/1ReYtAY,,
116889,2571870453,DETROITDAILYNEW,Kids having fun New Year's Eve in the D  #news,United States,English,1/1/2016 2:14,1/1/2016 2:16,8323,14951,17910,,local,0,NewsFeed,0,2571870453,682746807462400000,http://twitter.com/DetroitDailyNew/statuses/682746807462400000,,,
116890,2571870453,DETROITDAILYNEW,Austin likely to be in line for head coaching jobs: Lions defensive coordinator was the runner-up fo... https://t.co/6EnEeQHAe5 #breaking,United States,English,1/1/2016 2:34,1/1/2016 2:34,8323,14950,17911,,local,0,NewsFeed,0,2571870453,682751713195896832,http://twitter.com/DetroitDailyNew/statuses/682751713195896832,http://bit.ly/1Uj61Ce,,
116891,2571870453,DETROITDAILYNEW,Neighbor worries that neighbor has mental illness: Ask whether there’s someone you can contact ... https://t.co/Og2kZr5wfN #Detroit #news,United States,English,1/1/2016 3:32,1/1/2016 3:32,8324,14949,17913,,local,0,NewsFeed,0,2571870453,682766288855252994,http://twitter.com/DetroitDailyNew/statuses/682766288855252994,http://bit.ly/1YSvxVr,,
116892,2571870453,DETROITDAILYNEW,Live updates: 'Bama takes commanding lead to open 2nd half: The Spartans got some help from the Alab... https://t.co/J84ahLAgOV #breaking,United States,English,1/1/2016 3:43,1/1/2016 3:44,8324,14948,17914,,local,0,NewsFeed,0,2571870453,682769070207270912,http://twitter.com/DetroitDailyNew/statuses/682769070207270912,http://bit.ly/1YSwhtC,,
116893,2571870453,DETROITDAILYNEW,Obama-Seinfeld show: ‘Comedians in Cars Getting Coffee’ airs  #entertainment,United States,English,1/1/2016 3:49,1/1/2016 3:49,8324,14948,17915,,local,0,NewsFeed,0,2571870453,682770578990698496,http://twitter.com/DetroitDailyNew/statuses/682770578990698496,,,
116894,2571870453,DETROITDAILYNEW,You say you want a resolution? 10 for entertainment fans  #entertainment,United States,English,1/1/2016 4:57,1/1/2016 4:57,8324,14946,17917,,local,0,NewsFeed,0,2571870453,682787631822839808,http://twitter.com/DetroitDailyNew/statuses/682787631822839808,,,
116895,2571870453,DETROITDAILYNEW,Times Square ball's #BallLivesMatter outrages Twitter  #news,United States,English,1/1/2016 5:40,1/1/2016 5:40,8324,14946,17918,,local,0,NewsFeed,0,2571870453,682798586740879360,http://twitter.com/DetroitDailyNew/statuses/682798586740879360,,,
116896,2571870453,DETROITDAILYNEW,Alabama swamps MSU 38-0 at the Cotton Bowl:          https://t.co/bPOpYI0m8j #breaking,United States,English,1/1/2016 6:02,1/1/2016 6:02,8324,14946,17919,,local,0,NewsFeed,0,2571870453,682804038560186368,http://twitter.com/DetroitDailyNew/statuses/682804038560186368,http://bit.ly/1NW3Brw,,
116897,2571870453,DETROITDAILYNEW,"DNR fights invasive species, big and small  #politics",United States,English,1/1/2016 6:13,1/1/2016 6:13,8324,14946,17920,,local,0,NewsFeed,0,2571870453,682806865093234689,http://twitter.com/DetroitDailyNew/statuses/682806865093234689,,,
116898,2571870453,DETROITDAILYNEW,Cook sick over 1st-half pick; says he’s healthy: That interception just before halftime of Thursday ... https://t.co/dRTpD4yz50 #breaking,United States,English,1/1/2016 7:16,1/1/2016 7:16,8323,14945,17921,,local,0,NewsFeed,0,2571870453,682822763954843649,http://twitter.com/DetroitDailyNew/statuses/682822763954843649,http://bit.ly/1P4xFyY,,
116899,2571870453,DETROITDAILYNEW,MSU's Jack Conklin talks about loss to Alabama and his future: MSU's Jack Conklin talks about loss t... https://t.co/Hte1mhGKQe #breaking,United States,English,1/1/2016 8:30,1/1/2016 8:30,8323,14945,17922,,local,0,NewsFeed,0,2571870453,682841229806075904,http://twitter.com/DetroitDailyNew/statuses/682841229806075904,http://bit.ly/1R3fYpG,,
150690,2997392589,DONETSKNOVOSTI,"Нефть выше $50, Асад остается, Меркель уходит: прогноз на 2016 год https://t.co/9NTT2LhYQE",Ukraine,Russian,1/1/2016 14:21,1/1/2016 14:21,1709,13637,3815,,Russian,0,NonEnglish,1,2997392589,682929726856417281,http://twitter.com/DonetskNovosti/statuses/682929726856417281,http://bit.ly/1mobflz,,
150691,2997392589,DONETSKNOVOSTI,Обретение информационного суверенитета: ограничена доля участия иностранных акционеров в российских СМИ https://t.co/kGklo8m3EO,Ukraine,Russian,1/1/2016 2:18,1/1/2016 2:21,1709,13637,3803,,Russian,0,NonEnglish,1,2997392589,682747784110313472,http://twitter.com/DonetskNovosti/statuses/682747784110313472,http://bit.ly/1mmW3W7,,
266429,1658420976,BAOBAEHAM,How celebrities spent New Year’s Eve https://t.co/SlieLd958B https://t.co/x4FQg0NbLK,United States,English,1/1/2016 18:47,1/1/2016 18:48,400,156,767,RETWEET,Left,1,LeftTroll,0,1658420976,682996708062695428,http://twitter.com/BaoBaeHam/statuses/682996708062695428,https://twitter.com/RollingOut/status/682989688869662720/photo/1,http://bit.ly/1kyaip3,
266430,1658420976,BAOBAEHAM,"Gospel music--shit, maybe music in general--wouldn't be the genius that it is without the blaqueer imagination.",United States,English,1/1/2016 18:47,1/1/2016 18:47,400,156,765,RETWEET,Left,1,LeftTroll,0,1658420976,682996651049508868,http://twitter.com/BaoBaeHam/statuses/682996651049508868,,,
266431,1658420976,BAOBAEHAM,"Pusha T's first act as GOOD Music president should be hanging out with Kanye in the studio and telling him ""Nope.""",United States,English,1/1/2016 18:48,1/1/2016 18:48,400,156,768,RETWEET,Left,1,LeftTroll,0,1658420976,682996737095630853,http://twitter.com/BaoBaeHam/statuses/682996737095630853,,,
274885,3091979410,BATONROUGEVOICE,"Jrue Holiday no longer on minute restrictions, Alvin Gentry says  #sports",United States,English,1/1/2016 0:29,1/1/2016 0:29,1755,1787,12218,,local,0,NewsFeed,0,3091979410,682720304360128512,http://twitter.com/BatonRougeVoice/statuses/682720304360128512,,,
274886,3091979410,BATONROUGEVOICE,Marshall Faulk says LSU asks a lot from Leonard Fournette: 'I hope they get him some help'  #sports,United States,English,1/1/2016 0:30,1/1/2016 0:31,1755,1787,12219,,local,0,NewsFeed,0,3091979410,682720639954755584,http://twitter.com/BatonRougeVoice/statuses/682720639954755584,,,
274887,3091979410,BATONROUGEVOICE,"New Orleans Pelicans vs. Los Angeles Clippers, live updates and fan chat  #sports",United States,English,1/1/2016 0:45,1/1/2016 0:45,1755,1787,12220,,local,0,NewsFeed,0,3091979410,682724188843446273,http://twitter.com/BatonRougeVoice/statuses/682724188843446273,,,
274888,3091979410,BATONROUGEVOICE,"LSU targets, commits react to Kevin Steele's move to Auburn  #sports",United States,English,1/1/2016 0:59,1/1/2016 0:59,1754,1787,12221,,local,0,NewsFeed,0,3091979410,682727864068784128,http://twitter.com/BatonRougeVoice/statuses/682727864068784128,,,
274889,3091979410,BATONROUGEVOICE,"Ole Miss vs. Oklahoma State: TV channel, time and live stream for Sugar Bowl  #sports",United States,English,1/1/2016 12:28,1/1/2016 12:29,1753,1789,12229,,local,0,NewsFeed,0,3091979410,682901318621499393,http://twitter.com/BatonRougeVoice/statuses/682901318621499393,,,
